C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_20_642.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_20_642.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_20_642.jpg, 0, 0, 0, 0.4399074
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_20_747.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_20_747.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_20_747.jpg, 0, 0, 0, 0.4341713
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_20_852.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_20_852.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_20_852.jpg, 0, 0, 0, 0.4295239
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_20_957.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_20_957.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_20_957.jpg, 0, 0.3144972, 0, 0.7935346
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_21_061.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_21_061.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_21_061.jpg, 0, 0.5943591, 0, 1.425768
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_21_163.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_21_163.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_21_163.jpg, 0, 0.849504, 0, 2.48113
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_21_264.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_21_264.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_21_264.jpg, 0, 0.573258, 0, 3.169015
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_21_365.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_21_365.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_21_365.jpg, 0, 0.2161881, 0, 3.524226
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_21_469.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_21_469.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_21_469.jpg, -0.3109788, 0, 0, 3.466966
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_21_584.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_21_584.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_21_584.jpg, 0, 0, 0, 3.42558
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_21_695.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_21_695.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_21_695.jpg, 0, 0, 0, 3.384354
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_21_832.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_21_832.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_21_832.jpg, 0, 0, 0, 3.336912
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_21_940.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_21_940.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_21_940.jpg, 0, 0.3295467, 0, 3.606333
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_22_047.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_22_047.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_22_047.jpg, 0, 0.6527271, 0, 4.420874
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_22_155.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_22_155.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_22_155.jpg, 0, 0.3304302, 0, 4.854679
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_22_263.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_22_263.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_22_263.jpg, -0.2720595, 0.05837065, 0, 4.863597
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_22_371.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_22_371.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_22_371.jpg, -0.5065239, 0, 0, 4.754298
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_22_482.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_22_482.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_22_482.jpg, -0.209187, 0, 0, 4.71112
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_22_590.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_22_590.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_22_590.jpg, 0, 0, 0, 4.645402
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_22_693.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_22_693.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_22_693.jpg, 0, 0, 0, 4.598757
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_22_799.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_22_799.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_22_799.jpg, 0, 0, 0, 4.552612
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_22_902.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_22_902.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_22_902.jpg, 0, 0.2687154, 0, 4.822038
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_23_013.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_23_013.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_23_013.jpg, 0, 0.6430923, 0, 5.637054
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_23_181.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_23_181.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_23_181.jpg, -0.4982145, 0.1448778, 0, 5.749523
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_23_289.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_23_289.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_23_289.jpg, -0.1711779, 0, 0, 5.692407
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_23_391.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_23_391.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_23_391.jpg, 0, 0, 0, 5.62742
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_23_502.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_23_502.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_23_502.jpg, 0, 0.2965344, 0, 5.867531
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_23_613.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_23_613.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_23_613.jpg, 0, 0.6614082, 0, 6.7377
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_23_715.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_23_715.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_23_715.jpg, 0, 0.378123, 0, 7.170741
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_23_829.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_23_829.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_23_829.jpg, -0.3398658, 0.01228407, 0, 7.17488
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_23_935.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_23_935.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_23_935.jpg, -0.6591846, 0, 0, 7.018042
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_24_039.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_24_039.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_24_039.jpg, -0.3493674, 0, 0, 6.960085
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_24_144.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_24_144.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_24_144.jpg, -0.03780958, 0, 0, 6.872993
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_24_283.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_24_283.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_24_283.jpg, 0, 0.417522, 0, 7.457695
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_24_390.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_24_390.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_24_390.jpg, 0, 0.744135, 0, 8.325889
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_24_495.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_24_495.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_24_495.jpg, 0, 1, 0, 9.42877
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_24_604.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_24_604.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_24_604.jpg, -0.2927046, 1, 0, 10.50376
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_24_715.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_24_715.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_24_715.jpg, -0.5811153, 0.6306415, 0, 11.2877
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_24_826.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_24_826.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_24_826.jpg, -0.2505774, 0.3001036, 0, 11.94421
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_24_928.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_24_928.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_24_928.jpg, 0, 0, 0, 11.39922
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_25_036.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_25_036.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_25_036.jpg, 0, 0, 0, 11.53876
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_25_178.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_25_178.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_25_178.jpg, 0, 0.4175004, 0, 12.19286
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_25_282.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_25_282.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_25_282.jpg, 0, 0.696672, 0, 12.73264
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_25_389.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_25_389.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_25_389.jpg, -0.3588597, 0.4151198, 0, 13.08379
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_25_491.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_25_491.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_25_491.jpg, -0.056655, 0.1129151, 0, 13.20545
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_25_599.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_25_599.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_25_599.jpg, 0, 0, 0, 13.19713
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_25_706.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_25_706.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_25_706.jpg, 0, 0, 0, 12.95578
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_25_817.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_25_817.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_25_817.jpg, 0, 0, 0, 12.80267
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_25_924.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_25_924.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_25_924.jpg, 0, 0, 0, 12.67706
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_027.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_027.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_027.jpg, -0.3027771, 0, 0, 12.50437
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_132.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_132.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_132.jpg, -0.6219528, 0, 0, 12.27257
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_239.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_239.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_239.jpg, -0.3340533, 0, 0, 12.07396
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_347.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_347.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_347.jpg, 0, 0, 0, 11.92288
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_458.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_458.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_458.jpg, 0, 0, 0, 11.79974
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_559.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_559.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_559.jpg, 0, 0.2764377, 0, 11.94349
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_662.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_662.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_662.jpg, 0, 0.5845377, 0, 12.44621
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_771.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_771.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_771.jpg, 0, 0.9349413, 0, 13.47959
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_875.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_875.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_875.jpg, -0.2889294, 0.6460119, 0, 14.28074
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_26_979.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_26_979.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_26_979.jpg, -0.6216138, 0.3133275, 0, 14.46454
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_27_096.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_27_096.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_27_096.jpg, -0.2722881, 0, 0, 14.29283
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_27_196.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_27_196.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_27_196.jpg, 0, 0, 0, 14.10761
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_27_303.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_27_303.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_27_303.jpg, 0, 0, 0, 13.99948
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_27_409.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_27_409.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_27_409.jpg, 0, 0.3130527, 0, 14.10568
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_27_511.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_27_511.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_27_511.jpg, -0.0465081, 0.6174393, 0, 14.75674
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_27_617.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_27_617.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_27_617.jpg, -0.3432111, 0.3207363, 0, 14.82897
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_27_722.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_27_722.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_27_722.jpg, -0.08408312, 0.005226266, 0, 14.98932
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_27_835.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_27_835.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_27_835.jpg, 0, 0, 0, 14.83033
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_27_935.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_27_935.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_27_935.jpg, 0, 0, 0, 14.40441
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_28_038.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_28_038.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_28_038.jpg, -0.2848857, 0, 0, 14.46892
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_28_154.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_28_154.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_28_154.jpg, -0.6576126, 0, 0, 14.07902
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_28_256.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_28_256.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_28_256.jpg, -0.3533145, 0, 0, 13.70987
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_28_364.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_28_364.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_28_364.jpg, -0.03005672, 0, 0, 13.7994
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_28_462.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_28_462.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_28_462.jpg, 0, 0, 0, 13.39242
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_28_567.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_28_567.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_28_567.jpg, 0, 0.3130857, 0, 13.54622
C:\Joes Stuff\Self_driving_car\Data\IMG\center_2019_10_02_21_00_28_673.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\left_2019_10_02_21_00_28_673.jpg, C:\Joes Stuff\Self_driving_car\Data\IMG\right_2019_10_02_21_00_28_673.jpg, 0, 0.6276153, 0, 14.19259
